outcome,baseline_rate,lift,rate,weighted_yes,weighted_yes_m,weighted_n,weighted_n_m,sample_n,group_size,group_1,value_1,group_2,value_2
unpaid_helper,0.0632,2.12,0.134219,7226216525,7.226,53838901720,53.839,20588,2,age_band,45-59,General Education Level,not literate
unpaid_helper,0.0632,2.12,0.133721,133754785,0.134,1000250226,1.0,516,2,Technical Education Level,technical degree in engineering/technology,Household Type,self-employed
unpaid_helper,0.0632,2.12,0.134206,75372832,0.075,561619693,0.562,605,2,General Education Level,not literate,Household Religion,others
unpaid_helper,0.0632,2.11,0.133523,7594513307,7.595,56878048067,56.878,19248,2,Household Social Group,others,Household Type,self-employed in agriculture
unpaid_helper,0.0632,2.11,0.133464,28074527,0.028,210352434,0.21,326,2,General Education Level,secondary,Household Religion,others
unpaid_helper,0.0632,2.09,0.131915,15399095554,15.399,116735235718,116.735,40790,2,Marital Status,currently married,General Education Level,not literate
unpaid_helper,0.0632,2.09,0.132067,43795211,0.044,331613053,0.332,387,2,Household Religion,others,Household Type,self-employed in non-agriculture
unpaid_helper,0.0632,2.08,0.131489,5121115988,5.121,38947132728,38.947,13251,2,General Education Level,primary,Household Type,self-employed in agriculture
unpaid_helper,0.0632,2.06,0.129894,32255000401,32.255,248318099075,248.318,105850,2,Sex,female,Marital Status,currently married
unpaid_helper,0.0632,2.04,0.128858,1397163454,1.397,10842656553,10.843,3768,2,age_band,15-24,General Education Level,primary
unpaid_helper,0.0632,2.02,0.127428,84701522,0.085,664700600,0.665,306,2,General Education Level,graduate,Technical Education Level,diploma or certificate (below graduate level) in engineering/technology
